"id","Numéro_questionnaire","Q20_ann_occup","Q11_prof_ville","Ressaltint","Ressaltext","Q11_boiss_bout","Q11_boiss_pluie","Q11_boiss_puits","Q11_boiss_autre","Q11_cafe_bout","Q11_cafe_pluie","Q11_cafe_puits","Q11_cafe_autre","Q11_repas_bout","Q11_repas_pluie","Q11_repas_puits","Q11_repas_autre","Q11_vaiss_bout","Q11_vaiss_pluie","Q11_vaiss_puits","Q11_vaiss_autre","Q11_hyg_bout","Q11_hyg_pluie","Q11_hyg_puits","Q11_hyg_autre","Q11_linge_bout","Q11_linge_pluie","Q11_linge_puits","Q11_linge_autre","Q11_nett_bout","Q11_nett_pluie","Q11_nett_puits","Q11_nett_autre","Q11_WC_bout","Q11_WC_pluie","Q11_WC_puits","Q11_WC_autre","Q11_jard_bout","Q11_jard_pluie","Q11_jard_puits","Q11_jard_autre","Q11_voit_bout","Q11_voit_pluie","Q11_voit_puits","Q11_voit_autre","Q11_ext_bout","Q11_ext_pluie","Q11_ext_puits","Q11_ext_autre","Q11_pisc_bout","Q11_pisc_pluie","Q11_pisc_puits","Q11_pisc_autre","Pondérationprov","Pondérationage","Pondérationstatut","Pondérationstatgeo","Pondérationstatgeocorr","POIDS_GeoStatAgePers1","POIDS_Geo_Stat_AgeP1_AgeL","PondArrEvol","Q1_uti_eau","Q1_conso_eau","Consoeauverif","Diffconseau","PCWC","PCWCTm1only","Q29_cit","CP","Code_postal","Commune","Arr","Arr_group","Province","Distributeur","Q14_stat_occup","Q15_type_log","Q15_autre_type_log","Q17_ann_constr","PeriodeConstr_6classes","PeriodeConstr_Simulateur","Q16_superf_hab","Q16_superf_hab_COR","Q16_superf_hab_COR_CAT","Superf_hab_Nb_Decile","Superf_hab_MoyenneDeDecile","Q16_superf_hab_CATEG","Q18_0_cuis","Q18_1_cuis","Q18_2_cuis","Q18_3plus_cuis","Nb_cuisines","Q18_0_sal","Q18_1_sal","Q18_2_sal","Q18_3plus_sal","Nb_salons","Q18_0_cham","Q18_1_cham","Q18_2_cham","Q18_3plus_cham","Nb_chambres","Q18_0_sdb","Q18_1_sdb","Q18_2_sdb","Q18_3plus_sdb","Nb_SDB","Q18_0_toil","Q18_1_toil","Q18_2_toil","Q18_3plus_toil","Nb_WC","Q11_pisc_ville","Q24_pisc_perm_pres","Q24_pisc_perm_rempl","Q24_pisc_temp_pres","Q24_pisc_temp_rempl","Q11_jard_ville","Q24_cit_pres","Q24_cit_rempl","Puits","Q23_vais_pres","Q23_vais_rempl","Q23_lav_pres","Q23_lav_rempl","Q24_baig_pres","Q24_baig_rempl","Q24_dou_pres","Q24_dou_rempl","Q24_pom_pres","Q24_pom_rempl","Q24_wc_pres","Q24_wc_rempl","Q24_toi_sech_pres","Q24_toi_sech_rempl","NB_PERS_14plus","NB_PERS_moins14","EQUIVAL_ADULTE","NB_PERS","Tmtot","Tmstdard","Q26_pers1_occ","Q26_pers2_occ","Q26_pers3_occ","Q26_pers4_occ","Q26_pers5_occ","Q26_pers6_occ","Q26_pers7_occ","Q26_pers8_occ","Q26_pers9_occ","Q26p1occ","Q26p2occ","Q26p3occ","Q26p4occ","Q26p5occ","Q26p6occ","Q26p7occ","Q26p8occ","Q26p9occ","Q27_inocc","PrésenceDansLog","PrésenceDansLogSemain","Q28_rev","Q26_pers1_naiss","Q26_pers2_naiss","Q26_pers3_naiss","Q26_pers4_naiss","Q26_pers5_naiss","Q26_pers6_naiss","Q26_pers7_naiss","Q26_pers8_naiss","Q26_pers9_naiss","AgeP1","AgeP1_5classes","Q26_pers1_sexe","Q26_pers2_sexe","Q26_pers3_sexe","Q26_pers4_sexe","Q26_pers5_sexe","Q26_pers6_sexe","Q26_pers7_sexe","Q26_pers8_sexe","Q26_pers9_sexe","Q26_pers1_act","Q26_pers2_act","Q26_pers3_act","Q26_pers4_act","Q26_pers5_act","Q26_pers6_act","Q26_pers7_act","Q26_pers8_act","Q26_pers9_act","Q26_pers1_inact","Q26_pers2_inact","Q26_pers3_inact","Q26_pers4_inact","Q26_pers5_inact","Q26_pers6_inact","Q26_pers7_inact","Q26_pers8_inact","Q26_pers9_inact","Q26_pers1_dipl","Q26_pers2_dipl","Q26_pers3_dipl","Q26_pers4_dipl","Q26_pers5_dipl","Q26_pers6_dipl","Q26_pers7_dipl","Q26_pers8_dipl","Q26_pers9_dipl","Dipl_P1_6classes","Q8_fd_eau","Q8_pas_aide","Q10_probl_fact_eau","TauxEffortHydrique","TEH2","TEH3","Q12_conf_eau","Q13_param_eau","Q7_paye_eau","Q7_paye_charg_loc","Q7_eau_1mois","Q7_eau_2mois","Q7_eau_3mois","Q7_eau_6mois","Q7_eau_1an","Factureeau1an","Factureeaucalculée","Q7_charges_1mois","Q7_charges_2mois","Q7_charges_3mois","Q7_charges_6mois","Q7_charges_1an","Q9_compt_budg_eau","Q9_lim_eau","Q9_neant"
2511,27820,2004,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,1.0988,0.7775,0.802,0.944756,1.141013,1.591714,0.8909,"Oui",40,43.11,-3.11,29.527397,29.527397,"Non",7170,7170,"MANAGE","Charleroi","Charleroi","Hainaut","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1875 et 1918","Avant 1919","Avant 1975",140,140,"Entre 101 et 150 m2","Entre 131 et 150 m2",146,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Non","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",2,2,2.1,4,4,4,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,6,0.884615,1,"Entre 3500 et 3999 €/mois",1974,1977,2002,2004,NA,NA,NA,NA,NA,41,"De 35 à 44 ans","Féminin","Masculin","Féminin","Féminin",NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant","Ouvrier","Sans emploi rémunéré","Sans emploi rémunéré",NA,NA,NA,NA,NA,"Non concerné","Non concerné",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Technique",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.475384,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,0,NA,NA,NA,213.922867,NA,NA,NA,NA,NA,"Non","Non","Oui"
2514,15325,1992,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0726,0.8195,0.7775,0.7787,0.7787,0.781363,0.5618,0.8974,"Oui",32,30,2,27.39726,27.39726,"Non",5190,5190,"JEMEPPE-SUR-SAMBRE","Namur","Namur","Namur","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison 4 façades",NA,"Entre 1991 et 2000","Entre 1991 et 2000","de 89 à 2000",180,180,"Entre 151 et 200 m2","Entre 176 et 200 m2",193,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non",3,0,2,3,3,3,"Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,1,1,"Entre 3000 et 3499 €/mois",1959,1963,1981,NA,NA,NA,NA,NA,NA,56,"De 55 à 64 ans","Féminin","Masculin","Féminin",NA,NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant","Fonctionnaire / Enseignant","Sans emploi rémunéré",NA,NA,NA,NA,NA,NA,"Non concerné","Non concerné","Demandeur d'emploi",NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Technique","Universitaire",NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.39254,"Non","Non","Plutôt confiant",NA,"Tous les 2 mois","Pas usager",NA,3730,NA,NA,NA,22380,153.0905,NA,NA,NA,NA,NA,"Non","Non","Oui"
2515,17813,2013,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,0.6483,0.7775,0.802,0.802,0.559211,0.780099,1.2527,"Oui",28,57.87,-29.87,158.547945,158.547945,"Non",7032,7032,"MONS","Mons","Mons","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Avant 1875","Avant 1919","Avant 1975",-99,108,"Entre 101 et 150 m2","Entre 101 et 120 m2",115,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non",1,0,1,1,1,1,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,1,"Entre 1000 et 1499 €/mois",1940,NA,NA,NA,NA,NA,NA,NA,NA,75,"65 ans ou plus","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,NA,"Professionnel",NA,NA,NA,NA,NA,NA,NA,NA,"Professionnel/Technique","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.882743,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,0,NA,NA,NA,282.411481,NA,NA,NA,NA,NA,"Non","Non","Oui"
2516,25810,1998,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0726,1.0665,0.7775,0.7787,0.917309,0.781363,0.703227,0.8974,"Oui",70,61.77,8.23,56.410959,56.410959,"Non",5020,5020,"NAMUR","Namur","Namur","Namur","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison 4 façades",NA,"Entre 1981 et 1990","Entre 1971 et 1990","de 83 à 88",175,175,"Entre 151 et 200 m2","Entre 151 et 175 m2",165,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Non","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",3,0,2,3,3,3,"Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,2,0.961538,1,"Entre 3500 et 3999 €/mois",1969,1974,2000,NA,NA,NA,NA,NA,NA,46,"De 45 à 54 ans","Masculin","Féminin","Féminin",NA,NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant","Ouvrier","Sans emploi rémunéré",NA,NA,NA,NA,NA,NA,"Non concerné","Non concerné","Etudiant/Elève",NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Professionnel",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.667796,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,80,NA,NA,320,300.508066,NA,NA,NA,NA,NA,"Non","Non","Oui"
2518,19324,1982,"Non","Non","oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0726,0.6851,0.7775,0.7787,0.7787,0.781363,0.703227,0.8974,"Oui",60,54.95,5.05,75.273973,75.273973,"Non",5100,5100,"NAMUR","Namur","Namur","Namur","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1981 et 1990","Entre 1971 et 1990","de 83 à 88",220,220,"Entre 201 et 250 m2","Entre 201 et 400 m2",262,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,4,0.923077,1,"Entre 3500 et 3999 €/mois",1951,1949,NA,NA,NA,NA,NA,NA,NA,64,"De 55 à 64 ans","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,"Universitaire","Universitaire",NA,NA,NA,NA,NA,NA,NA,"Universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.597472,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,0,NA,NA,NA,268.862243,NA,NA,NA,NA,NA,"Non","Non","Oui"
2521,21570,1980,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,0.5401,0.7775,0.802,0.46917,0.559211,0.626316,0.65,"Oui",59,58.4,0.6,160,160,"Non",7730,7730,"ESTAIMPUIS","Tournai","Ath/Mouscron/Tournai","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",95,95,"Entre 71 et 100 m2","Entre 91 et 100 m2",99,"de 81 à 100 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Non","Non","Oui","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non",1,0,1,1,1,1,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,3,0.942308,1,"Entre 1000 et 1499 €/mois",1945,NA,NA,NA,NA,NA,NA,NA,NA,70,"65 ans ou plus","Masculin",NA,NA,NA,NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant",NA,NA,NA,NA,NA,NA,NA,NA,"Non concerné",NA,NA,NA,NA,NA,NA,NA,NA,"Technique",NA,NA,NA,NA,NA,NA,NA,NA,"Professionnel/Technique","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.899138,"Non","Non","Plutôt confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,0,NA,NA,NA,284.87076,NA,NA,NA,NA,NA,"Non","Non","Oui"
2522,15019,2003,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0934,1.0665,0.7775,0.8108,0.955122,0.813573,0.820895,0.8676,"Oui",127,122.64,4.36,84,84,"Non",4280,4280,"HANNUT","Waremme","Huy/Waremme","Liège","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison 4 façades",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",230,230,"Entre 201 et 250 m2","Entre 201 et 400 m2",262,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Non","Non","Non","Oui",3,"Oui","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non",4,0,2.5,4,4,4,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,2,0.961538,1,"Entre 2500 et 2999 €/mois",1966,1968,1994,1997,NA,NA,NA,NA,NA,49,"De 45 à 54 ans","Masculin","Féminin","Masculin","Féminin",NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant","Fonctionnaire / Enseignant",NA,NA,NA,NA,NA,NA,NA,"Non concerné","Non concerné",NA,NA,NA,NA,NA,NA,NA,"Universitaire","Supérieur non universitaire","Secondaire supérieur général (6ème secondaire)","Secondaire supérieur général (6ème secondaire)",NA,NA,NA,NA,NA,"Universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.766527,"Non","Non","Confiant",NA,"Tous les 2 mois","Pas usager",NA,0,NA,NA,NA,NA,582.953996,NA,NA,NA,NA,NA,"Non","Non","Oui"
2525,26150,2014,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0726,4.9118,2.2034,2.7016,2.7016,3.60569,2.592491,0.8974,"Oui",40,38.07,1.93,52.150685,52.150685,"Non",5030,5030,"GEMBLOUX","Namur","Namur","Namur","SWDE","Locataire auprès du secteur privé","Appartement ou studio",NA,"2006 et ultérieurement","Après 2000","Après 2000",65,65,"Entre 41 et 70 m2","Entre 65 et 80 m2",76,"de 65 à 80 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,5,0.903846,1,"Entre 3000 et 3499 €/mois",1986,1992,NA,NA,NA,NA,NA,NA,NA,29,"Moins de 35 ans","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Employé du secteur privé","Employé du secteur privé",NA,NA,NA,NA,NA,NA,NA,"Non concerné","Non concerné",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Supérieur non universitaire",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.488555,"Non","Non","Confiant",NA,"Tous les 3 mois","Tous les mois",NA,NA,0,NA,NA,NA,190.536511,60,NA,NA,NA,NA,"Non","Non","Oui"
2526,29424,2011,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non",1.0621,1.5859,0.7775,0.802,0.944756,1.070389,0.76961,0.65,"Oui",44,62.63,-18.63,42.89726,42.89726,"Non",7623,7623,"BRUNEHAUT","Tournai","Ath/Mouscron/Tournai","Hainaut","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison 4 façades",NA,"Entre 2001 et 2005","Après 2000","Après 2000",200,200,"Entre 151 et 200 m2","Entre 176 et 200 m2",193,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Oui","Non","Non","Non",0,"Oui","Non","Non","Non",0,"Non","Non","Non","Oui","Oui","Non","Oui","Non","""Non""","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Oui","Oui","Oui","Non","Non",2,2,2.1,4,4,4,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,1,1,"Entre 3000 et 3499 €/mois",1981,1982,2009,2010,NA,NA,NA,NA,NA,34,"Moins de 35 ans","Masculin","Féminin","Masculin","Féminin",NA,NA,NA,NA,NA,"Ouvrier","Employé du secteur privé","Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,NA,"Non concerné","Non concerné","Etudiant/Elève","Etudiant/Elève",NA,NA,NA,NA,NA,"Supérieur non universitaire","Supérieur non universitaire","Primaire/pas de diplôme","Primaire/pas de diplôme",NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.780766,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,127,NA,NA,508,304.498595,NA,NA,NA,NA,NA,"Non","Non","Oui"
2527,29190,2003,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0934,1.0988,0.7775,0.8108,0.955122,1.153533,1.291957,0.9958,"Oui",50,50,0,68.493151,68.493151,"Non",4000,4000,"LIEGE","Liège","Liège","Liège","CILE","Propriétaire qui rembourse un crédit hypothécaire","Maison jumelée (3 façades)",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",180,180,"Entre 151 et 200 m2","Entre 176 et 200 m2",193,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Oui","""Non""","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,7,0.865385,1,"Entre 3000 et 3499 €/mois",1971,1963,NA,NA,NA,NA,NA,NA,NA,44,"De 35 à 44 ans","Féminin","Masculin",NA,NA,NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant","Sans emploi rémunéré",NA,NA,NA,NA,NA,NA,NA,"Non concerné","Autre",NA,NA,NA,NA,NA,NA,NA,"Universitaire","Universitaire",NA,NA,NA,NA,NA,NA,NA,"Universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.632978,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,0,NA,NA,NA,246.86128,NA,NA,NA,NA,NA,"Non","Non","Oui"
2529,18344,1994,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,1.1116,0.7775,0.802,0.944756,0.804743,0.57861,0.8909,"Oui",130,123.06,6.94,84.287671,84.287671,"Non",6200,6200,"CHATELET","Charleroi","Charleroi","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1991 et 2000","Entre 1991 et 2000","de 89 à 2000",120,120,"Entre 101 et 150 m2","Entre 101 et 120 m2",115,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Oui","Oui","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non",4,0,2.5,4,4,4,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,2,0.961538,1,"Entre 2500 et 2999 €/mois",1963,1966,1991,1995,NA,NA,NA,NA,NA,52,"De 45 à 54 ans","Masculin","Féminin","Féminin","Féminin",NA,NA,NA,NA,NA,"Ouvrier","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,"Non concerné","En incapacité maladie/ invaldité","Autre","Etudiant/Elève",NA,NA,NA,NA,NA,"Technique","Secondaire supérieur général (6ème secondaire)",NA,NA,NA,NA,NA,NA,NA,"Professionnel/Technique","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.772433,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,NA,NA,NA,NA,584.902859,NA,NA,NA,NA,NA,"Non","Non","Oui"
